ID,Player,Team,ESPN POS,ESPN MVPOS,YAHOO POS,YAHOO MVPOS,Rank,PA,AB,R,HR,RBI,SB,AVG,OBP,H,H+BB+HBP,IP,W,L,ERA,WHIP,K,SV,ER,H+BB,Blurb
9892,Jay Bruce,CIN,OF,OF,OF,OF,34,633,561.3390173,95,35,105,7,0.259,0.342,145,217,,,,,,,,,,"Rudy's working on a H2H master rankings of streakiness.  There's some kinks he still needs to work out.  We were talking on the phone about it -- we talk, y'all! -- and he asked me to name the guys that came in at the top of streakiness.  I said Ty Wigginton, Luke Scott and, of course, Jay Bruce.  I was wrong, wrong and right.  The results might have been skewed slightly for the first two because last year they were just bad without any real streak of good.  Jay Bruce was a no brainer, which is my specialty.  He wasn't at the top of the list, but he's way above average for streakiness.  Keep this in mind if you draft him.  There's gonna be moments, like whole months, where you're wondering why you drafted him.  Then there will be months when you're rappelling to George Washington's eyebrow on Mt. Rushmore, screaming BRUUUUUUUCE!"
3174,Shin-Soo Choo,CIN,OF,OF,OF,OF,35,578,502.4061157,108,23,79,20,0.296,0.359,149,207,,,,,,,,,,"Yes, I more or less want every Reds hitter.  For the last five years (and really every year of its existence), Great American Ballpark has averaged a top five finish for homers allowed.  Draft hitters in good lineups who play in good hitters' parks and pitchers in pitchers' parks and you won't finish worst than third in your fantasy league<sup>1</sup>.  <sup>1</sup>No actual data compiled for that, but it sounds right<sup>2</sup>.  <sup>2</sup>Matthew Berry has made a career of this type of statistical analysis<sup>3</sup>.  <sup>3</sup>I already went over my <a href=""http://razzball.com/choo-on-this-big-red-trade/"">Shin-Shoo Choo 2013 fantasy</a><sup>4</sup>. <sup>4</sup>The Illinois State Fair is fun in theory, but depressing in reality<sup>5</sup>. <sup>5</sup>Not an actual David Foster Wallace footnote but sounds like one."
4940,Jason Heyward,ATL,OF,OF,OF,OF,36,661,583.0590426,87,25,94,10,0.262,0.35,153,231,,,,,,,,,,"He ended last year 12th overall for outfielders, according to our <a href=""http://razzball.com/playerrater/"">Fantasy Baseball Player Rater</a>.  So he basically just needs to repeat last year and be worth this draft pick.  We're good with no step forward or backward for Heyward, you heard?  So let's look at last year to see if he can repeat.  He had 27 homers.  His 16.9 HR/FB% was a tad high, but repeatable.  The rising K-rate and falling walk rate aren't great, but as long as he can maintain those ratios he hits .269 again.  If he takes a small step forward, he hits .280.  His 21 steals last year are the absolute peak.  Chances are he loses at least 5 steals, maybe ten.  In all, I think we're gonna see a small step backwards, but there's a chance for more so I say gamble on him."
11579,Bryce Harper,WAS,OF,OF,OF,OF,37,662,594.1666992,102,25,69,22,0.261,0.328,155,217,,,,,,,,,,"This is a new tier.  This tier goes from here until the top 40 outfielders for 2013 fantasy baseball.  I call this tier, ""You could get a number one outfielder or flop, plop, nothing.""  BTW, ""Flop, plop, nothing"" would also be my advertising jingle for a laxative.  I was surprised -- pleasantly -- that Rudy said that one player he'd reach for this year was Harper.  That's a big step for someone who prides himself on safe fantasy draft picks like Neil Walker.  I think Harper can be a major bust -- not like Billy Butler -- but none of his numbers are pointing in that direction so I'm jumping on the hype wagon, if he falls to me here, which he probably won't.  Hey, hedger, hedge much?  A guy that can hit 20+ homers and 20 bases over the course of the season, can only be so bad for fantasy.  A guy that is 20 years old that can go 20/20 is too talented to be too down on, in the non-sexual way. "
791,Brandon Phillips,CIN,2B,2B,2B,2B,38,669,611.4234022,82,18,75,15,0.275,0.326,168,218,,,,,,,,,,"BP is one bad year from dropping down to the Uggla tier.  I think that year is much closer than it even appears in the your rear view mirror.  2nd base is such a mess though, I can't be dropping guys too far on gut alone.  Plus, I have no gut.  My stomach is a six pack.  Frat guys play quarters off my ripped belly.  I count up to six with my abs-acus.  Phillips peripherals are steady as she goes, Raconteurs.  If he gets 150 games played, he'll have 90 runs and 80 RBIs without much effort.  I don't think he gets 150 games though, sorry to affront.  Almost rhyme!"
7435,Ben Zobrist,TB,"2B,SS,OF","2B,SS,OF",SS,SS,39,664,564.3685849,85,18,75,18,0.264,0.359,149,238,,,,,,,,,,"Maybe it's just me (doubtful! hahahahaha) but I keep waiting for the bottom to fall out on Zobrist.  Since I'm not prejudice (though what is the deal with people over six feet tall -- ooh, I'm tall; get over yourself!), we should look at Zobrist as Brandon Phillips with just a hair less on average and a tad more speed.  Zobrist and Phillips flip-flopped a few times before I landed on this.  Phillips just feels slightly safer."
2036,Clayton Kershaw,LAD,SP,SP,SP,SP,40,,,,,,,,,,,213,17,7,2.98,1.1,218,,70.6846464,234.824832,"I imagine a lot of people will have questions about Kershaw's hip.  Wondering if he'll be as good as he's been.  How much will that wonky hip change his mechanics and his pitching?  Will he be completely healed and show no difference in his ability?  I got the answer for all of those questions.  Just don't draft him.  Easy, right?"
4772,Felix Hernandez,SEA,SP,SP,SP,SP,41,,,,,,,,,,,218,14,9,3.1,1.12,219,,75.08448,244.145664,"Fantasy baseballers (<--my mom's term!) in Quality Start leagues are joining a prayer parallelogram hoping their leaguemates use rankings that overcompensate for wins.  Hernandez tends to have a start or two each year where he looks bad, but end of the year numbers are always still there.  As The Weeknd sings in their extended remix, ""F-Her puts in work...F-Her puts in work...F-Her puts in work."""
1943,Zack Greinke,LAD,SP,SP,SP,SP,42,,,,,,,,,,,193,16,8,2.97,1.12,215,,63.83114566,216.6390398,"This is a new tier.  This tier goes from here until Gio.  I call this tier, ""Like these guys; might draft one; don't reach for multiple ones.""  This tier is filled with number one starters.  They are fine to own.  Do not draft more than one, and make sure you have a solid foundation of bats before drafting any of them; there will be lots of pitchers still to come.  When Greinke signed with the Dodgers, I said this, ""If the new Dodgers' ownership sole goal is to successfully move down the Google results for ¥Magic Johnson contracts' they are doing an admirable job.  Forget the Doyers, they're the Dollars.  So, now we know what Isiah Thomas has been up to.  He's printing money in Magic's basement.  _Yo, Magic, check out this hundred I made with a portrait of us kissing at half court.Ó  Gotta give it to the Giants' GM, Brian Sabean.  He may have a penchant for guys five years past their prime, but at least he's not building his team like the 2007 Yankees.  In 2010 while with the Brewers, Greinke had his best season peripheral-wise.  He had his lowest xFIP (2.56), highest K-rate (10.54) and lowest percentage of contact made for all pitches (75.8%).  He was undone by homers.  Miller Park ranked number one for all stadiums last year for homers hit, and tenth in 2011.   Dodger Stadium ranked 19th last year.  Miller Park in 2011 had a BABIP of .302 and Dodger Stadium had a .289 BABIP.  Last year at home, Brewers pitchers had a .302 BABIP and Dodgers pitchers had a .271.  Last year for runs, Miller Park ranked 10th; Dodger Stadium 22nd.  I didn't touch Greinke's time on the Angels, because I'm already at apples and oranges with Brewers vs. the Dodgers.  Angels to Dodgers is apples to kiwis with the league difference.  I'm gonna go out on a very sturdy limb and say Greinke likes to pitch in the National League and won't mind pitching in Dodger Stadium.  If we don't see one of the best Greinke years in 2013, I'll eat my hat, and that hat is a floppy Diane Keaton one."" And that's me quoting me!"
5409,Pablo Sandoval,SF,3B,3B,3B,3B,43,582,528.3773644,84,25,90,3,0.289,0.355,153,207,,,,,,,,,,"Coming off a 2009 where he hit 25 homers, it was reasonable to think he'd repeat in 2010.  He then hit 13 homers.  Coming off a 23-homer 2011, it was reasonable to think he'd-- He hit 12 homers last year!  So if he does well one year, he disappoints the next.  If he disappoints one year, he does well the next.  I got the pattern.  So he's coming off a 12-homer season, which would be disappointing, but then he hit about that many homers in the postseason, so it doesn't seem like his 2012 was as disappointing as it was.  So does that mean he will or won't disappoint?  Or will he just break another hamate bone?  Or will he break his front teeth on a ham bone?  Please, Ben Zobrist's wife, write a song to God and ask these questions for me."
4720,Chase Headley,SD,3B,3B,3B,3B,44,658,579.0727719,79,20,92,15,0.280,0.35,162,230,,,,,,,,,,"Unlike the previous guys in this tier, Headley disappointed me because of what he did do rather than didn't do.  Bluntly, how do you go from four homers in 2011 to 31?  As an experiment, did Petco move in their fences last year for just Headley, and, after it was a success, decide to move in the fences for everyone this year?  I don't know, guys and four girls, but this sudden boost in power has me tentative.  His HR/FB% has me more tentative.  His 31% FB rate has me tentativer.  His increasing ground ball rate has me really tentatively tentativer.  His three ""Lucky"" homers and 11 ""Just Enough"" homers, which was fourth most in the majors, has me the most tentativest.  The fences moving in at Petco could remove some of Headley's lost power, but won't completely fix all my tentativiousness."
4972,Cole Hamels,PHI,SP,SP,SP,SP,45,,,,,,,,,,,215,16,6,3.04,1.09,212,,72.67193745,234.5104297,"I think the Phillies can surprise this year.  Sure, their lineup looks like a M.A.S.H. unit with eight Jamie Farrs.  *shudders*  Sorry, that image gave me the willies in the bad way, like in a prison shower.  If Halladay bounces back (which I do have concerns about) with Hamels and Lee, the Phillies won't need to do much to get to the playoffs.  Hamels lost a bit on his walk rate last year, but he's still in control, literally/figuratively.  At 29 years old, I think this is the year Hamels makes a serious run at Cy Young.  That's assuming the talk in January about a sore shoulder is nothing.  He may get dropped down about ten spots if there's issues in Spring Training.  I mean, issues besides him taking ridiculous pictures with his wife._"
